"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FF","2018-04-07","90.3","-1.5890","6.4216","Mookie Betts",605141,607188,"null","called_strike",,,,,"2","null","R","R","R","BOS","TB","S","null","null",0,0,2018,"-0.2568","1.6296","-0.1534","3.2062","null","null","null",0,1,"Bot","null","null",,,467092,,"180407_171958","4.0616","-131.1771","-5.3397","-3.8020","29.3498","-12.8764","3.1054","1.3029","null","null","null","89.1050","2087","5.7750",529530,607188,467092,543543,621563,622110,588751,452655,460576,605480,"54.7250","null","null","null","null","null","null","null",7,"1","4-Seam Fastball",0,2,0,2,2,0,0,2
"null","2018-04-05","null","null","null","Mookie Betts",605141,552640,"intent_walk","automatic_ball",,,,,"null","Andrew Kittredge intentionally walks Mookie Betts.  ","R","R","R","BOS","TB","B","null","null",3,0,2018,"null","null","null","null","598265.00","null","null",1,12,"Bot","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",529506,"null","null","null","null","null","null","null","null","null","null","null","null","0.00",0,0,0,"null",93,"4","",2,2,2,2,2,2,2,2
"null","2018-04-05","null","null","null","Mookie Betts",605141,552640,"null","automatic_ball",,,,,"null","null","R","R","R","BOS","TB","B","null","null",2,0,2018,"null","null","null","null","598265.00","null","null",1,12,"Bot","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",529506,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",93,"3","",2,2,2,2,2,2,2,2
"null","2018-04-05","null","null","null","Mookie Betts",605141,552640,"null","automatic_ball",,,,,"null","null","R","R","R","BOS","TB","B","null","null",1,0,2018,"null","null","null","null","598265.00","null","null",1,12,"Bot","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",529506,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",93,"2","",2,2,2,2,2,2,2,2
"null","2018-04-05","null","null","null","Mookie Betts",605141,552640,"null","automatic_ball",,,,,"null","null","R","R","R","BOS","TB","B","null","null",0,0,2018,"null","null","null","null","598265.00","null","null",1,12,"Bot","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",529506,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",93,"1","",2,2,2,2,2,2,2,2
"SL","2018-04-05","86.0","-2.2003","5.5962","Mookie Betts",605141,552640,"strikeout","swinging_strike",,,,,"8","Mookie Betts strikes out swinging.  ","R","R","R","BOS","TB","S",2,"null",1,2,2018,"0.8085","-0.3369","0.1051","1.2420","null","null","null",1,10,"Bot","null","null",,,467092,,"180405_211544","3.8345","-125.2760","-3.4433","7.7589","23.7818","-35.2686","3.1978","1.3485","null","null","null","86.0700","2595","6.1420",529506,552640,467092,543543,621563,622110,588751,605480,595281,460576,"54.3588","null","null","0.00",1,0,0,"null",77,"5","Slider",2,2,2,2,2,2,2,2
"SL","2018-04-05","85.8","-2.2129","5.6208","Mookie Betts",605141,552640,"null","ball",,,,,"14","null","R","R","R","BOS","TB","B","null","null",0,2,2018,"0.8138","-0.2647","1.4493","1.2702","null","null","null",1,10,"Bot","null","null",,,467092,,"180405_211526","6.9967","-124.7397","-3.4994","7.0901","23.9245","-34.4649","3.1777","1.5494","null","null","null","85.4980","2720","6.0410",529506,552640,467092,543543,621563,622110,588751,605480,595281,460576,"54.4594","null","null","null","null","null","null","null",77,"4","Slider",2,2,2,2,2,2,2,2
"SL","2018-04-05","83.7","-2.1922","5.5844","Mookie Betts",605141,552640,"null","foul",,,,,"1","null","R","R","R","BOS","TB","S","null","null",0,2,2018,"1.1532","-0.3981","-0.7771","3.1183","null","null","null",1,10,"Bot","null","null",,,467092,,"180405_211510","1.0227","-121.8363","1.4966","11.0664","24.5885","-36.6132","3.1978","1.3485","145","59.4","53.8642","83.0150","2760","5.8780",529506,552640,467092,543543,621563,622110,588751,605480,595281,460576,"54.6227","null","null","null","null","null","null","null",77,"3","Slider",2,2,2,2,2,2,2,2
"FF","2018-04-05","95.3","-2.0769","5.6880","Mookie Betts",605141,552640,"null","called_strike",,,,,"5","null","R","R","R","BOS","TB","S","null","null",0,1,2018,"-0.6363","1.6638","-0.0391","2.5791","null","null","null",1,10,"Bot","null","null",,,467092,,"180405_211452","6.7725","-138.4817","-6.2056","-9.7379","32.7756","-9.6648","3.2781","1.4891","null","null","null","94.9560","2313","6.3030",529506,552640,467092,543543,621563,622110,588751,605480,595281,460576,"54.1969","null","null","null","null","null","null","null",77,"2","4-Seam Fastball",2,2,2,2,2,2,2,2
"SL","2018-04-05","86.8","-2.2424","5.6257","Mookie Betts",605141,552640,"null","called_strike",,,,,"8","null","R","R","R","BOS","TB","S","null","null",0,0,2018,"0.7148","-0.3800","0.2151","1.8209","null","null","null",1,10,"Bot","null","null",,,467092,,"180405_211438","4.4290","-126.3446","-2.1016","6.7048","27.5155","-36.0111","3.1376","1.4891","null","null","null","87.0070","2714","6.5620",529506,552640,467092,543543,621563,622110,588751,605480,595281,460576,"53.9387","null","null","null","null","null","null","null",77,"1","Slider",2,2,2,2,2,2,2,2
"FC","2018-04-05","90.9","-1.5619","6.2105","Mookie Betts",605141,517008,"single","hit_into_play_no_out",,,,,"5","Mookie Betts singles on a ground ball to left fielder Mallex Smith.  ","R","R","R","BOS","TB","X","null","ground_ball",0,2,2018,"-0.2735","0.6423","0.2060","2.4091","null","null","null",0,9,"Bot","83.57","107.63",,,467092,,"180405_203502","4.9665","-132.0405","-4.8570","-4.2940","30.9189","-23.9419","3.1810","1.3317","51","101.0","0.1740","89.8210","2148","5.9520",529506,517008,467092,543543,621002,622110,588751,605480,595281,460576,"54.5484","0.447","0.420","0.90",1,1,0,4,62,"3","Cutter",0,2,0,2,2,0,0,2
"FC","2018-04-05","89.9","-1.5256","6.2145","Mookie Betts",605141,517008,"null","called_strike",,,,,"7","null","R","R","R","BOS","TB","S","null","null",0,1,2018,"-0.1229","0.6611","-0.6956","1.7786","null","null","null",0,9,"Bot","null","null",,,467092,,"180405_203439","2.2837","-130.6499","-6.2728","-1.8760","28.8109","-23.6681","3.2412","1.5125","null","null","null","88.7030","2248","5.7220",529506,517008,467092,543543,621002,622110,588751,605480,595281,460576,"54.7783","null","null","null","null","null","null","null",62,"2","Cutter",0,2,0,2,2,0,0,2
"FC","2018-04-05","91.5","-1.5993","6.2169","Mookie Betts",605141,517008,"null","called_strike",,,,,"5","null","R","R","R","BOS","TB","S","null","null",0,0,2018,"-0.2486","0.9373","0.0914","2.3166","null","null","null",0,9,"Bot","null","null",,,467092,,"180405_203418","4.7349","-132.9250","-5.8264","-3.9568","30.3709","-20.2652","3.2613","1.5125","null","null","null","90.2650","2237","5.7770",529506,517008,467092,543543,621002,622110,588751,605480,595281,460576,"54.7233","null","null","null","null","null","null","null",62,"1","Cutter",0,2,0,2,2,0,0,2
"SL","2018-04-05","82.2","-3.6170","5.7039","Mookie Betts",605141,475054,"field_out","hit_into_play",,,,,"8","Mookie Betts grounds out, third baseman Matt Duffy to first baseman Brad Miller.  ","R","R","R","BOS","TB","X",5,"ground_ball",2,2,2018,"1.4255","0.4020","-0.1636","1.6055","null","null","null",1,6,"Bot","101.13","162.74",,,467092,,"180405_194458","5.0524","-119.2678","-3.2900","11.8326","27.2358","-28.0729","3.1055","1.2562","21","89.2","-3.8660","80.0560","2982","5.4030",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"55.0976","0.261","0.238","0.00",1,0,0,2,42,"6","Slider",0,0,0,0,0,0,0,0
"FF","2018-04-05","91.9","-2.6404","6.0665","Mookie Betts",605141,475054,"null","foul",,,,,"6","null","R","R","R","BOS","TB","S","null","null",2,2,2018,"-0.3937","1.6912","0.6831","2.4937","null","null","null",1,6,"Bot","null","null",,,467092,,"180405_194435","9.2232","-133.2565","-6.7336","-6.7809","30.9333","-10.9165","3.1055","1.2562","156","68.2","64.1210","91.1630","2573","6.2230",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"54.2777","null","null","null","null","null","null","null",42,"5","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-05","91.8","-2.6758","6.1160","Mookie Betts",605141,475054,"null","ball",,,,,"12","null","R","R","R","BOS","TB","B","null","null",1,2,2018,"-0.4646","1.5924","0.2156","3.6732","null","null","null",1,6,"Bot","null","null",,,467092,,"180405_194408","8.2777","-133.3493","-3.7189","-7.2673","28.3265","-12.7231","3.2259","1.4972","null","null","null","91.4640","2533","6.1570",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"54.3435","null","null","null","null","null","null","null",42,"4","4-Seam Fastball",0,0,0,0,0,0,0,0
"SL","2018-04-05","82.4","-2.3860","5.8434","Mookie Betts",605141,475054,"null","foul",,,,,"4","null","R","R","R","BOS","TB","S","null","null",1,1,2018,"1.3411","0.9235","-0.4780","2.3799","null","null","null",1,6,"Bot","null","null",,,467092,,"180405_194329","1.7710","-119.7865","-3.0185","12.2013","24.3826","-23.1721","3.1055","1.2562","315","99.0","21.8114","81.2390","2766","5.6780",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"54.8227","null","null","null","null","null","null","null",42,"3","Slider",0,0,0,0,0,0,0,0
"SL","2018-04-05","81.4","-2.3717","5.9017","Mookie Betts",605141,475054,"null","ball",,,,,"14","null","R","R","R","BOS","TB","B","null","null",0,1,2018,"1.7118","0.4792","1.9100","1.8131","null","null","null",1,6,"Bot","null","null",,,467092,,"180405_194302","6.3065","-118.1082","-3.2703","13.9475","26.0049","-27.4642","3.2460","1.5173","null","null","null","79.4010","2848","5.4180",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"55.0822","null","null","null","null","null","null","null",42,"2","Slider",0,0,0,0,0,0,0,0
"SL","2018-04-05","81.3","-2.3029","5.8879","Mookie Betts",605141,475054,"null","called_strike",,,,,"11","null","R","R","R","BOS","TB","S","null","null",0,0,2018,"1.6395","0.6774","-0.2506","3.3904","null","null","null",1,6,"Bot","null","null",,,467092,,"180405_194245","1.5216","-118.0782","-0.0822","14.2798","27.6163","-26.4258","3.0923","1.3825","null","null","null","79.2410","2739","5.4880",529506,475054,467092,543543,621002,622110,588751,608701,595281,460576,"55.0128","null","null","null","null","null","null","null",42,"1","Slider",0,0,0,0,0,0,0,0
"SI","2018-04-05","92.4","-0.4082","6.5335","Mookie Betts",605141,630023,"single","hit_into_play_no_out",,,,,"5","Mookie Betts singles on a sharp line drive to left fielder Rob Refsnyder, deflected by shortstop Adeiny Hechavarria.  ","R","R","R","BOS","TB","X",6,"line_drive",1,0,2018,"-1.3700","0.9401","-0.0475","2.4111","null","null","null",2,3,"Bot","109.93","142.55",,,467092,,"180405_190001","3.8407","-134.2872","-6.6404","-17.2066","29.7482","-19.7155","3.1390","1.2897","183","105.7","9.6100","91.7540","2166","6.0230",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.4771","0.890","0.902","0.90",1,1,0,4,22,"2","Sinker",0,0,0,0,0,0,0,0
"SL","2018-04-05","87.3","-0.1479","6.5556","Mookie Betts",605141,630023,"null","ball",,,,,"14","null","R","R","R","BOS","TB","B","null","null",0,0,2018,"0.2196","0.5042","1.7536","0.4297","null","null","null",2,3,"Bot","null","null",,,467092,,"180405_185933","4.1111","-126.7213","-9.4988","1.4150","28.4727","-24.9130","3.2259","1.5173","null","null","null","86.6500","2400","6.2390",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.2609","null","null","null","null","null","null","null",22,"1","Slider",0,0,0,0,0,0,0,0
"SI","2018-04-05","92.1","-0.4942","6.5855","Mookie Betts",605141,630023,"field_out","hit_into_play",,,,,"11","Mookie Betts pops out softly to pitcher Yonny Chirinos.  ","R","R","R","BOS","TB","X",1,"popup",2,1,2018,"-1.7047","1.0332","-1.0851","2.8613","null","null","null",0,1,"Bot","123.22","182.87",,,467092,,"180405_181709","2.1790","-133.9392","-5.7867","-20.7922","31.4223","-18.7660","3.1391","1.2898","48","28.5","52.3540","91.5870","2100","6.2100",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.2904","0.095","0.096","0.00",1,0,0,1,4,"4","Sinker",0,0,0,0,0,0,0,0
"SL","2018-04-05","81.4","-0.4108","6.5284","Mookie Betts",605141,630023,"null","ball",,,,,"11","null","R","R","R","BOS","TB","B","null","null",1,1,2018,"0.3808","0.3081","-1.3657","3.3168","null","null","null",0,1,"Bot","null","null",,,467092,,"180405_181640","-2.8402","-118.5733","-1.2851","4.0377","19.4604","-29.2773","3.0821","1.5140","null","null","null","81.3680","2042","5.8960",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.6047","null","null","null","null","null","null","null",4,"3","Slider",0,0,0,0,0,0,0,0
"SL","2018-04-05","87.1","-0.5959","6.6383","Mookie Betts",605141,630023,"null","ball",,,,,"14","null","R","R","R","BOS","TB","B","null","null",0,1,2018,"0.2591","0.3059","0.9071","1.8958","null","null","null",0,1,"Bot","null","null",,,467092,,"180405_181616","3.0757","-126.8041","-5.8885","2.2205","23.7068","-27.9775","3.1358","1.5074","null","null","null","87.2630","2216","6.1760",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.3247","null","null","null","null","null","null","null",4,"2","Slider",0,0,0,0,0,0,0,0
"FF","2018-04-05","93.0","-0.8063","6.5736","Mookie Betts",605141,630023,"null","called_strike",,,,,"2","null","R","R","R","BOS","TB","S","null","null",0,0,2018,"-0.8671","1.1868","0.2099","3.1281","null","null","null",0,1,"Bot","null","null",,,467092,,"180405_181556","4.4319","-135.3050","-5.5784","-11.4305","28.7284","-16.8662","3.1960","1.5878","null","null","null","92.3660","2194","5.8610",529506,630023,467092,543543,621002,622110,588751,608701,595281,460576,"54.6394","null","null","null","null","null","null","null",4,"1","4-Seam Fastball",0,0,0,0,0,0,0,0
"FF","2018-04-03","100.5","-2.5867","6.0601","Mookie Betts",605141,594027,"single","hit_into_play_no_out",,,,,"4","Mookie Betts singles on a ground ball to center fielder Lewis Brinson.  ","R","R","R","MIA","BOS","X","null","ground_ball",1,0,2018,"-0.8355","1.0955","-0.3077","2.2136","null","null","null",1,13,"Top","128.44","98.88",,,595453,,"180404_021414","8.3679","-145.9781","-7.9342","-14.1159","36.3419","-14.6297","3.2850","1.4870","19","98.8","-5.5780","100.8210","2067","6.6970",529472,594027,595453,571506,516770,605119,500743,518618,621446,457727,"53.8043","0.340","0.298","0.90",1,1,0,2,91,"2","4-Seam Fastball",2,2,2,2,2,2,2,2
"SL","2018-04-03","86.8","-2.3795","6.1467","Mookie Betts",605141,594027,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",0,0,2018,"0.4039","0.2924","0.0407","0.9324","null","null","null",1,13,"Top","null","null",,,595453,,"180404_021355","4.9690","-126.1546","-6.7934","3.1145","29.5459","-27.7263","3.2850","1.4870","null","null","null","86.4190","2003","6.4600",529472,594027,595453,571506,516770,605119,500743,518618,621446,457727,"54.0408","null","null","null","null","null","null","null",91,"1","Slider",2,2,2,2,2,2,2,2
"FF","2018-04-03","91.4","-1.3470","5.9041","Mookie Betts",605141,628333,"field_out","hit_into_play",,,,,"8","Mookie Betts flies out to center fielder Lewis Brinson.  ","R","R","R","MIA","BOS","X",8,"fly_ball",3,2,2018,"-0.2684","1.0977","0.0977","1.6209","null","null","null",0,11,"Top","127.43","36.40",,,595453,,"180404_013219","4.2434","-132.9601","-7.3360","-4.1058","28.0296","-17.6954","3.2850","1.4870","410","104.6","23.2660","91.9000","2195","6.5700",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"53.9308","0.954","1.771","0.00",1,0,0,6,74,"6","4-Seam Fastball",1,1,1,1,1,1,1,1
"FC","2018-04-03","80.4","-1.9822","5.2700","Mookie Betts",605141,628333,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",2,2,2018,"1.1249","0.0586","1.9416","1.2235","null","null","null",0,11,"Top","null","null",,,595453,,"180404_013145","6.5212","-116.7757","-2.3296","8.7298","22.3083","-31.4726","3.2850","1.4870","null","null","null","79.0460","2753","5.4820",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"55.0191","null","null","null","null","null","null","null",74,"5","Cutter",1,1,1,1,1,1,1,1
"FC","2018-04-03","83.2","-1.2698","6.0557","Mookie Betts",605141,628333,"null","ball",,,,,"13","null","R","R","R","MIA","BOS","B","null","null",1,2,2018,"0.1351","-0.1018","-0.2594","0.4211","null","null","null",0,11,"Top","null","null",,,595453,,"180404_013125","2.0277","-120.9693","-6.2189","0.9293","21.6947","-32.2729","3.2850","1.4870","null","null","null","82.1470","2783","5.4480",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"55.0524","null","null","null","null","null","null","null",74,"4","Cutter",1,1,1,1,1,1,1,1
"FF","2018-04-03","92.4","-1.1767","5.9203","Mookie Betts",605141,628333,"null","called_strike",,,,,"1","null","R","R","R","MIA","BOS","S","null","null",1,1,2018,"-0.6992","1.0548","-0.6732","2.8166","null","null","null",0,11,"Top","null","null",,,595453,,"180404_013109","2.7488","-134.4807","-4.3196","-8.9221","28.6164","-18.9161","3.2850","1.4870","null","null","null","91.6920","2197","5.8120",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"54.6887","null","null","null","null","null","null","null",74,"3","4-Seam Fastball",1,1,1,1,1,1,1,1
"SI","2018-04-03","90.7","-2.1504","5.5217","Mookie Betts",605141,628333,"null","foul",,,,,"13","null","R","R","R","MIA","BOS","S","null","null",1,0,2018,"-1.6062","0.7435","-0.8865","1.9622","null","null","null",0,11,"Top","null","null",,,595453,,"180404_013056","6.3836","-131.7571","-4.4339","-19.5391","27.9696","-23.0721","3.2850","1.4870","314","107.9","20.6884","89.3210","2171","5.5320",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"54.9694","null","null","null","null","null","null","null",74,"2","Sinker",1,1,1,1,1,1,1,1
"SI","2018-04-03","89.9","-1.5645","6.0728","Mookie Betts",605141,628333,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",0,0,2018,"-1.5007","0.7181","0.2026","1.1096","null","null","null",0,11,"Top","null","null",,,595453,,"180404_013040","7.3411","-130.3764","-7.6197","-18.2114","28.2888","-22.8320","3.2850","1.4870","null","null","null","88.3310","2077","5.5720",529472,628333,595453,571506,516770,605119,500743,518618,621446,457727,"54.9293","null","null","null","null","null","null","null",74,"1","Sinker",1,1,1,1,1,1,1,1
"FT","2018-04-02","92.4","-1.9766","5.9212","Mookie Betts",605141,545363,"field_out","hit_into_play",,,,,"4","Mookie Betts flies out to right fielder Cameron Maybin.  ","R","R","R","MIA","BOS","X",9,"fly_ball",1,0,2018,"-0.9000","0.8797","-0.4238","2.0405","null","null","null",0,9,"Top","174.36","98.30",,,542513,,"180403_015905","5.9822","-134.5015","-6.0825","-12.3180","27.6628","-20.2736","3.2329","1.3835","265","79.2","31.9910","93.2770","2060","6.6750",529458,545363,542513,571506,516770,605119,500743,592680,621446,457727,"53.8257","0.059","0.073","0.00",1,0,0,3,72,"2","2-Seam Fastball",2,6,6,2,6,2,6,2
"FF","2018-04-02","91.8","-2.0594","5.9889","Mookie Betts",605141,545363,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",0,0,2018,"-0.5292","0.9891","1.0195","1.5318","null","null","null",0,9,"Top","null","null",,,542513,,"180403_015847","8.9669","-133.3566","-7.5903","-8.2457","28.0168","-18.8897","3.2956","1.5506","null","null","null","92.1220","1984","6.5250",529458,545363,542513,571506,516770,605119,500743,592680,621446,457727,"53.9755","null","null","null","null","null","null","null",72,"1","4-Seam Fastball",2,6,6,2,6,2,6,2
"CU","2018-04-02","72.2","3.0219","6.5452","Mookie Betts",605141,622217,"home_run","hit_into_play_score",,,,,"13","Mookie Betts homers (1) on a fly ball to left field.  ","R","R","L","MIA","BOS","X","null","fly_ball",1,2,2018,"-1.0382","-0.6873","-0.1738","0.9901","null","null","null",1,7,"Top","20.79","78.24",,,542513,,"180403_011433","-4.5758","-104.8522","-2.3272","-6.5854","19.9123","-36.9375","3.2329","1.3835","376","98.8","24.5380","71.1180","2350","5.8430",529458,622217,542513,571506,516770,605119,500743,518618,621446,457727,"54.6579","0.600","0.964","2.00",1,0,3,6,53,"4","Curveball",1,5,5,1,5,1,5,1
"CH","2018-04-02","80.2","2.8215","6.6653","Mookie Betts",605141,622217,"null","called_strike",,,,,"3","null","R","R","L","MIA","BOS","S","null","null",1,1,2018,"0.9314","1.0068","0.5322","3.0456","null","null","null",1,7,"Top","null","null",,,542513,,"180403_011413","-6.7638","-116.5481","-3.1339","9.6922","22.5538","-22.7417","3.2538","1.4671","null","null","null","79.6690","1404","6.0640",529458,622217,542513,571506,516770,605119,500743,518618,621446,457727,"54.4371","null","null","null","null","null","null","null",53,"3","Changeup",1,5,5,1,5,1,5,1
"FF","2018-04-02","87.6","3.1199","6.8034","Mookie Betts",605141,622217,"null","ball",,,,,"14","null","R","R","L","MIA","BOS","B","null","null",0,1,2018,"0.4638","1.6992","0.6695","1.1132","null","null","null",1,7,"Top","null","null",,,542513,,"180403_011359","-6.7211","-126.8697","-10.7197","6.3237","27.8911","-12.3366","3.2747","1.4880","null","null","null","85.7890","2013","5.5600",529458,622217,542513,571506,516770,605119,500743,518618,621446,457727,"54.9412","null","null","null","null","null","null","null",53,"2","4-Seam Fastball",1,5,5,1,5,1,5,1
"FF","2018-04-02","87.6","2.7948","7.0048","Mookie Betts",605141,622217,"null","called_strike",,,,,"9","null","R","R","L","MIA","BOS","S","null","null",0,0,2018,"0.2112","1.6458","0.7741","2.0852","null","null","null",1,7,"Top","null","null",,,542513,,"180403_011345","-5.2238","-126.9704","-8.8147","3.4076","29.0568","-13.1932","3.2747","1.5506","null","null","null","85.8950","2003","5.6840",529458,622217,542513,571506,516770,605119,500743,518618,621446,457727,"54.8173","null","null","null","null","null","null","null",53,"1","4-Seam Fastball",1,5,5,1,5,1,5,1
"FF","2018-04-02","91.1","-1.2467","6.0483","Mookie Betts",605141,670950,"field_out","hit_into_play",,,,,"9","Mookie Betts flies out to center fielder Lewis Brinson.  ","R","R","R","MIA","BOS","X",8,"fly_ball",2,1,2018,"-0.7099","1.4870","0.4811","1.8781","null","null","null",0,5,"Top","113.11","36.49",,,592407,,"180403_003721","5.9304","-132.3874","-7.8141","-9.7732","30.3186","-12.9666","3.2329","1.3835","383","99.9","29.0550","91.4650","1978","6.7500",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"53.7510","0.677","1.233","0.00",1,0,0,6,36,"4","4-Seam Fastball",1,3,3,1,3,1,3,1
"CH","2018-04-02","81.6","-1.4774","6.0610","Mookie Betts",605141,670950,"null","ball",,,,,"11","null","R","R","R","MIA","BOS","B","null","null",1,1,2018,"-1.1347","0.6117","-0.8696","2.8532","null","null","null",0,5,"Top","null","null",,,592407,,"180403_003657","3.5699","-118.7939","-1.8429","-11.4700","22.0389","-26.2081","3.0241","1.3835","null","null","null","81.9990","1891","6.4640",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.0369","null","null","null","null","null","null","null",36,"3","Changeup",1,3,3,1,3,1,3,1
"FF","2018-04-02","90.6","-1.3829","6.1128","Mookie Betts",605141,670950,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",0,1,2018,"-1.0085","1.1170","0.2444","0.4318","null","null","null",0,5,"Top","null","null",,,592407,,"180403_003639","6.1973","-131.3468","-10.5091","-13.0120","30.4772","-17.1530","3.2955","1.5088","null","null","null","89.9600","1994","6.3220",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.1791","null","null","null","null","null","null","null",36,"2","4-Seam Fastball",1,3,3,1,3,1,3,1
"SL","2018-04-02","77.8","-1.5171","6.0848","Mookie Betts",605141,670950,"null","called_strike",,,,,"11","null","R","R","R","MIA","BOS","S","null","null",0,0,2018,"-0.1422","-0.3870","-0.9506","2.5740","null","null","null",0,5,"Top","null","null",,,592407,,"180403_003622","1.4611","-113.2239","0.0545","-1.4682","20.2854","-35.6995","3.2850","1.4870","null","null","null","77.3580","2079","5.9260",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.5745","null","null","null","null","null","null","null",36,"1","Slider",1,3,3,1,3,1,3,1
"FF","2018-04-02","91.6","-1.3690","6.1481","Mookie Betts",605141,670950,"single","hit_into_play_no_out",,,,,"5","Mookie Betts singles on a line drive to left fielder Derek Dietrich.   Christian Vazquez to 2nd.  ","R","R","R","MIA","BOS","X","null","line_drive",3,2,2018,"-0.7167","1.3871","0.0669","2.4395","null","null","543877.00",2,3,"Top","82.83","130.27",,,592407,,"180402_234816","5.1577","-133.1511","-6.4217","-9.6307","30.4748","-14.5847","3.1495","1.4462","195","90.3","13.0440","91.1850","2098","6.2470",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.2535","0.922","0.897","0.90",1,1,0,4,17,"7","4-Seam Fastball",1,0,0,1,0,1,0,1
"SL","2018-04-02","81.4","-1.5479","6.0048","Mookie Betts",605141,670950,"null","foul",,,,,"14","null","R","R","R","MIA","BOS","S","null","null",3,2,2018,"0.0672","-0.4140","0.9806","1.4279","null","null","543877.00",2,3,"Top","null","null",,,592407,,"180402_234737","5.4969","-118.3928","-2.8984","-0.3709","21.4106","-35.7171","3.0242","1.4253","null","null","null","80.8710","2172","5.8380",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.6629","null","null","null","null","null","null","null",17,"6","Slider",1,0,0,1,0,1,0,1
"FF","2018-04-02","92.4","-1.3645","6.1602","Mookie Betts",605141,670950,"null","ball",,,,,"14","null","R","R","R","MIA","BOS","B","null","null",2,2,2018,"-0.5187","1.5409","1.7075","1.9416","null","null","543877.00",2,3,"Top","null","null",,,592407,,"180402_234709","8.9347","-134.1681","-8.2557","-8.1397","28.0894","-12.0326","3.2330","1.4253","null","null","null","92.3550","2096","6.3090",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.1915","null","null","null","null","null","null","null",17,"5","4-Seam Fastball",1,0,0,1,0,1,0,1
"CH","2018-04-02","82.6","-1.4741","6.0327","Mookie Betts",605141,670950,"null","foul",,,,,"4","null","R","R","R","MIA","BOS","S","null","null",2,1,2018,"-1.3027","0.6550","-0.7584","2.2127","null","null","543877.00",2,3,"Top","null","null",,,592407,,"180402_234641","4.1631","-120.2864","-3.4991","-13.4344","22.5697","-25.3651","3.2330","1.3836","308","102.1","20.2010","82.7940","2192","6.3050",529458,670950,592407,571506,516770,605119,500743,518618,621446,457727,"54.1958","null","null","null","null","null","null","null",17,"4","Changeup",1,0,0,1,0,1,0,1
